,myAUC,avg_diff,power,avg_log2FC,pct.1,pct.2,cluster,gene
1223,0.974,1.901405085,0.948,4.772756816,0.969,0.214,12,Diablo
1224,0.959,1.497980175,0.918,9.503112768,0.919,0.004,12,Lhx1os
1225,0.957,1.398369224,0.914,4.11282865,0.95,0.164,12,Clstn2
1226,0.953,1.468000688,0.906,3.736377259,0.963,0.182,12,Gap43
1227,0.946,1.482900401,0.892,6.488651446,0.9,0.033,12,Cacna2d2
1228,0.945,1.556823577,0.89,6.634357301,0.9,0.03,12,Nhlh2
1229,0.938,1.37026366,0.876,2.877258287,0.969,0.323,12,Ramp1
1230,0.937,1.480107534,0.874,2.242613245,1,0.747,12,Meg3
1231,0.93,1.238288243,0.86,6.541911052,0.869,0.023,12,Syndig1l
1232,0.93,1.263502374,0.86,4.086832575,0.906,0.141,12,A330076H08Rik
1233,0.926,1.154268618,0.852,2.448084306,0.963,0.543,12,Bri3
1234,0.918,0.765256405,0.836,1.183805954,1,0.992,12,Rpl9
1235,0.917,1.161075738,0.834,1.936120351,0.994,0.704,12,Pcsk1n
1236,0.917,1.191572766,0.834,4.677443289,0.869,0.065,12,Cit
1237,0.912,1.219148084,0.824,2.399152805,0.975,0.304,12,Stmn2
1238,0.911,0.910278103,0.822,1.50869075,1,0.933,12,Gas5
1239,0.907,1.110006998,0.814,4.200077474,0.856,0.106,12,1500009L16Rik
1240,0.903,1.120169583,0.806,3.823433759,0.863,0.131,12,Cib2
1241,0.901,1.054395713,0.802,4.194460287,0.85,0.082,12,Nr2f2
1242,0.9,1.120532308,0.8,2.65310692,0.931,0.339,12,Msi2
1243,0.898,0.983802272,0.796,3.378341973,0.881,0.151,12,Cntnap2
1244,0.895,1.122632143,0.79,2.349190533,0.969,0.317,12,Nrn1
1245,0.893,1.08333589,0.786,2.493256496,0.931,0.327,12,6330403K07Rik
1246,0.888,1.24848279,0.776,3.127192486,0.875,0.18,12,Cxcl12
1247,0.886,1.018707749,0.772,2.132765329,0.963,0.399,12,Celf4
1248,0.886,0.70042521,0.772,1.105405052,1,0.981,12,Hsp90ab1
1249,0.885,1.041067621,0.77,2.078314033,0.963,0.59,12,Zfas1
1250,0.884,1.142156859,0.768,4.882402533,0.8,0.071,12,Pkib
1251,0.883,0.703418681,0.766,1.172353898,1,0.953,12,Rpl22l1
1252,0.882,0.867667614,0.764,1.510521593,0.994,0.864,12,Eef1g
1253,0.876,0.913956252,0.752,1.939807355,0.944,0.528,12,Chd3
1254,0.875,1.031377683,0.75,7.051562637,0.756,0.013,12,Trp73
1255,0.872,0.713472761,0.744,1.28010442,1,0.902,12,Pfdn5
1256,0.872,0.939151019,0.744,2.828496626,0.856,0.25,12,Mapk8
1257,0.868,0.678486988,0.736,1.068763893,1,0.977,12,Rps6
1258,0.865,0.935366351,0.73,3.234204039,0.819,0.159,12,Cacna2d1
1259,0.863,0.900273012,0.726,3.798362331,0.787,0.084,12,Rcan2
1260,0.861,0.549550516,0.722,0.910477194,1,0.985,12,Oaz1
1261,0.858,0.724026874,0.716,1.349312141,0.981,0.824,12,Cox7a2l
1262,0.856,0.633148027,0.712,0.98460967,1,0.987,12,Rps8
1263,0.856,0.971662257,0.712,4.287419782,0.756,0.075,12,Kcnh7
1264,0.855,0.75267988,0.71,2.628358561,0.762,0.067,12,Eln
1265,0.85,0.888278784,0.7,2.177434833,0.881,0.285,12,Gng3
1266,0.849,0.993726592,0.698,6.5971898,0.706,0.014,12,Shisal2b
1267,0.849,0.818574744,0.698,1.964806319,0.912,0.424,12,Clstn1
1268,0.847,0.600194553,0.694,0.951199049,1,0.985,12,Rpl14
1269,0.846,0.660134481,0.692,1.028380892,1,0.979,12,Rpl10
1270,0.846,0.58138369,0.692,0.900328205,1,0.992,12,Rps27a
1271,0.845,0.878818849,0.69,2.676277327,0.825,0.215,12,Bcl11a
1272,0.843,0.687610076,0.686,1.264821325,1,0.839,12,Rpl9-ps6
1273,0.843,0.742272448,0.686,1.490933448,0.988,0.616,12,Ypel3
1274,0.843,0.93793946,0.686,3.883131014,0.744,0.095,12,Tbr1
1275,0.842,0.8381258,0.684,2.262495943,0.875,0.277,12,Eef1a2
1276,0.836,0.532949416,0.672,0.834500154,1,0.993,12,Fau
1277,0.836,0.738343795,0.672,4.058595438,0.719,0.059,12,Car10
1278,0.835,0.613613192,0.67,1.150072933,0.981,0.859,12,Morf4l1
1279,0.835,0.748097459,0.67,1.267606835,1,0.618,12,Stmn1
1280,0.834,0.875318766,0.668,3.068605404,0.769,0.164,12,Robo2
1281,0.834,0.737795221,0.668,1.857957302,0.894,0.438,12,Use1
1282,0.834,0.850180625,0.668,9.652279209,0.669,0.001,12,Lhx5as1
1283,0.831,0.725113939,0.662,2.930772742,0.756,0.109,12,Elavl4
1284,0.831,0.56634201,0.662,0.932700486,0.994,0.98,12,Rps21
1285,0.828,0.813157523,0.656,2.220127162,0.838,0.291,12,Ppp2r2c
1286,0.827,0.918717571,0.654,3.140292693,0.756,0.164,12,Tmem158
1287,0.827,0.764487823,0.654,2.280104589,0.825,0.264,12,Kcnk2
1288,0.826,0.528129667,0.652,0.825202005,1,0.993,12,Rpl21
1289,0.825,0.52056846,0.65,0.803679669,1,0.995,12,Rps23
1290,0.823,0.75625645,0.646,2.434903067,0.8,0.192,12,Kcnip2
1291,0.823,0.808893673,0.646,3.345552555,0.725,0.116,12,Homer2
1292,0.822,0.690620331,0.644,1.128866557,0.994,0.768,12,Tubb5
1293,0.821,0.675301542,0.642,1.656855065,0.906,0.488,12,Spop
1294,0.821,0.653418808,0.642,1.222616534,0.975,0.806,12,Npm1
1295,0.821,0.741891697,0.642,3.423722851,0.719,0.106,12,Dync1i1
1296,0.82,0.708727954,0.64,1.550003239,0.912,0.636,12,Gdi2
1297,0.819,0.550018427,0.638,0.823562814,1,0.996,12,Eef1a1
1298,0.819,0.74001851,0.638,2.319168006,0.8,0.221,12,Dnm3
1299,0.817,0.524211291,0.634,0.843546758,1,0.986,12,Rpl24
1300,0.817,0.590048507,0.634,1.041738598,0.994,0.901,12,Naca
1301,0.816,0.545849362,0.632,0.839702225,1,0.992,12,Rps19
1302,0.814,0.72796543,0.628,3.165587818,0.713,0.104,12,Dkk3
1303,0.814,0.781651603,0.628,3.613265645,0.694,0.096,12,Kcnb2
1304,0.813,0.527945449,0.626,0.825380332,1,0.985,12,Rpl17
1305,0.809,0.779623513,0.618,3.217684608,0.706,0.133,12,Unc119
1306,0.809,0.703013946,0.618,5.15545986,0.637,0.027,12,Thsd7b
1307,0.808,0.648403592,0.616,1.397783771,0.944,0.636,12,Cd47
1308,0.808,0.677239563,0.616,2.536265724,0.744,0.142,12,Utrn
1309,0.808,0.83324374,0.616,3.813327442,0.675,0.095,12,Fat3
1310,0.807,0.715780755,0.614,2.468239678,0.75,0.2,12,Slc25a27
1311,0.807,0.712020985,0.614,1.834065772,0.863,0.37,12,Kcnq1ot1
1312,0.806,0.883780483,0.612,2.305453171,0.781,0.264,12,Bc1
1313,0.805,0.719484954,0.61,3.000660978,0.7,0.104,12,Dusp26
1314,0.804,0.538800825,0.608,0.840257693,1,0.985,12,Rps4x
1315,0.803,0.534768087,0.606,0.842050295,1,0.973,12,Eef2
1316,0.802,0.609266701,0.604,1.423695395,0.869,0.302,12,Syt1
1317,0.802,0.668096619,0.604,2.792897539,0.706,0.125,12,Zic1
1318,0.802,0.602978594,0.604,1.105295499,0.994,0.861,12,Map1lc3a
1319,0.8,0.66985229,0.6,1.70586534,0.863,0.423,12,Trim35
1320,0.799,0.49829046,0.598,0.774776313,1,0.988,12,Rps5
1321,0.799,0.648271573,0.598,2.122252679,0.781,0.266,12,Snhg12
1322,0.799,0.664283095,0.598,2.968763402,0.669,0.074,12,Tmem163
1323,0.796,0.702858324,0.592,1.15795486,1,0.64,12,Pcp4
1324,0.796,0.724326621,0.592,8.623216744,0.594,0.002,12,Ebf3
1325,0.796,0.734373583,0.592,4.437280693,0.625,0.045,12,Slc17a6
1326,0.795,0.724417179,0.59,2.021509982,0.794,0.291,12,Bex1
1327,0.795,0.476109723,0.59,0.806141591,1,0.96,12,ENSMUSG00000139771
1328,0.795,0.579995212,0.59,1.000380666,0.994,0.894,12,Rpl10-ps3
1329,0.794,0.694731242,0.588,4.513248216,0.619,0.038,12,Cdh4
1330,0.793,0.458528916,0.586,0.718204257,1,0.992,12,Rpl26
1331,0.793,0.528805858,0.586,1.186569693,0.906,0.415,12,Spock2
1332,0.791,0.618033251,0.582,3.066934689,0.669,0.111,12,Twsg1
1333,0.791,0.742552661,0.582,1.679558676,0.875,0.523,12,Pea15a
1334,0.79,0.660614001,0.58,1.588654646,0.863,0.493,12,Nop53
1335,0.788,0.682991285,0.576,3.37286506,0.65,0.1,12,Rab26os
1336,0.788,0.814725859,0.576,4.142504205,0.619,0.053,12,Ass1
1337,0.787,0.610530454,0.574,1.422744347,0.894,0.56,12,Gpi1
1338,0.786,0.577070461,0.572,2.015509601,0.75,0.196,12,Slc24a2
1339,0.784,0.681091506,0.568,5.778514311,0.581,0.017,12,Plekha7
1340,0.783,0.593367136,0.566,1.2917015,0.925,0.472,12,Ank3
1341,0.782,0.765043572,0.564,3.649804733,0.625,0.092,12,B630019K06Rik
1342,0.781,0.627677082,0.562,2.401133432,0.681,0.123,12,Cd274
1343,0.781,0.600780244,0.562,1.717282303,0.812,0.354,12,Cystm1
1344,0.78,0.686649862,0.56,2.757703936,0.669,0.133,12,Syt4
1345,0.78,0.430168269,0.56,0.671173162,1,0.992,12,Rpl37
1346,0.78,0.626864173,0.56,2.704861061,0.656,0.117,12,Nrsn1
1347,0.78,0.637410143,0.56,2.930822085,0.656,0.128,12,Hdac11
1348,0.779,0.630182719,0.558,2.1845722,0.731,0.252,12,Nbdy
1349,0.777,0.627755206,0.554,1.605736623,0.838,0.461,12,Tcp1
1350,0.777,0.464357965,0.554,0.733123139,1,0.984,12,Rps9
1351,0.775,0.613342272,0.55,1.210062616,0.925,0.717,12,2410006H16Rik
1352,0.774,0.41376486,0.548,0.6506349,1,0.991,12,Rpl35a
1353,0.774,0.678928375,0.548,3.128290346,0.631,0.115,12,Kcna6
1354,0.773,0.575041003,0.546,1.716061942,0.787,0.3,12,Lsamp
1355,0.773,0.592030176,0.546,1.803656269,0.787,0.335,12,Pink1
1356,0.773,0.633042803,0.546,5.388639773,0.562,0.021,12,Ankrd35
1357,0.773,0.498572309,0.546,1.011700694,0.956,0.466,12,Olfm1
1358,0.772,0.42205012,0.544,0.668664882,1,0.992,12,Rpl11
1359,0.771,0.637772889,0.542,2.102116356,0.731,0.266,12,Hdgfl3
1360,0.771,0.706242611,0.542,8.687468638,0.544,0.002,12,ENSMUSG00000127648
1361,0.771,0.585283644,0.542,1.373079636,0.875,0.538,12,Snhg8
1362,0.769,0.628782907,0.538,2.184979347,0.7,0.215,12,Tnfrsf21
1363,0.769,0.574809404,0.538,1.163947722,0.944,0.496,12,Ly6h
1364,0.768,0.574389769,0.536,1.708866028,0.762,0.26,12,Tmem176b
1365,0.767,0.426882832,0.534,0.676634256,1,0.979,12,Rps3a1
1366,0.766,0.642201672,0.532,1.927236218,0.75,0.316,12,Ankrd12
1367,0.766,0.580443332,0.532,1.580970088,0.806,0.336,12,Cdk5r1
1368,0.766,0.542663653,0.532,1.761834578,0.706,0.207,12,Epb41l2
1369,0.766,0.41283258,0.532,0.645305316,1,0.993,12,Hspa8
1370,0.766,0.408140714,0.532,0.63329025,1,0.993,12,Rps27
1371,0.765,0.659672952,0.53,3.517654344,0.588,0.065,12,Rbms3
1372,0.765,0.603461719,0.53,1.748130122,0.769,0.318,12,Sgip1
1373,0.765,0.486222044,0.53,1.169695001,0.906,0.552,12,Pfdn2
1374,0.764,0.417691562,0.528,0.660904506,1,0.986,12,Rps3
1375,0.764,0.598644914,0.528,2.04744332,0.669,0.153,12,Rgs4
1376,0.763,0.415109334,0.526,0.663382101,1,0.987,12,Rpl8
1377,0.763,0.519051962,0.526,1.898293673,0.731,0.26,12,Rabggtb
1378,0.763,0.576315848,0.526,4.429369752,0.556,0.037,12,Elapor1
1379,0.762,0.372712637,0.524,0.591866655,1,0.992,12,Rpl19
1380,0.762,0.644194713,0.524,9.765288171,0.525,0.001,12,Lhx1
1381,0.761,0.694441716,0.522,2.315549512,0.681,0.238,12,Impact
1382,0.761,0.691922383,0.522,3.971805018,0.556,0.039,12,Nppc
1383,0.76,0.452009811,0.52,0.855740355,0.975,0.653,12,Nfix
1384,0.759,0.445958945,0.518,0.826372244,0.988,0.889,12,Hint1
1385,0.759,0.359672952,0.518,0.578479302,1,0.993,12,Cox4i1
1386,0.759,0.541013103,0.518,1.873599211,0.706,0.225,12,Pdgfa
1387,0.758,0.624494685,0.516,2.344331502,0.662,0.209,12,Gprasp1
1388,0.758,0.444588394,0.516,0.643632588,1,0.999,12,Malat1
1389,0.757,0.491018434,0.514,0.94312716,0.981,0.7,12,Ttc3
1390,0.757,0.504656865,0.514,1.122619518,0.906,0.589,12,Gabarapl1
1391,0.755,0.635357064,0.51,2.061885745,0.706,0.263,12,Ap1s2
1392,0.754,0.394190013,0.508,0.623346018,1,0.985,12,Rpl39
1393,0.754,0.52702334,0.508,1.556732338,0.756,0.297,12,Bin1
1394,0.754,0.582988747,0.508,2.952759017,0.6,0.115,12,Rgmb
1395,0.754,0.538592568,0.508,1.607916258,0.731,0.258,12,Syn2
1396,0.752,0.565071939,0.504,2.654834032,0.613,0.135,12,Fam118a
1397,0.752,0.603576731,0.504,2.948790859,0.594,0.117,12,Gpc1
1398,0.751,0.411026458,0.502,0.776822276,0.963,0.654,12,Marcks
1399,0.751,0.410404324,0.502,0.756234148,0.969,0.643,12,Snrpn
1400,0.751,0.5155447,0.502,2.003416999,0.613,0.112,12,Mia
1401,0.751,0.386247584,0.502,0.610092361,0.994,0.984,12,Rpl6
1402,0.75,0.658874817,0.5,3.047555801,0.588,0.114,12,Emx2
1403,0.749,0.40619688,0.498,0.69554595,1,0.924,12,Slc25a4
1404,0.749,0.376872792,0.498,0.608223255,1,0.985,12,Rps13
1405,0.749,0.47596989,0.498,0.953191107,0.963,0.761,12,ENSMUSG00000132604
1406,0.749,0.49128068,0.498,1.400660416,0.769,0.262,12,Rbms1
1407,0.749,0.353135872,0.498,0.547809447,1,0.996,12,Rpl37a
1408,0.748,0.515084382,0.496,1.501720678,0.781,0.347,12,Evl
1409,0.748,0.446894903,0.496,0.912470372,0.956,0.776,12,Clta
1410,0.748,0.575355259,0.496,4.513179334,0.525,0.034,12,Slc22a15
1411,0.747,0.577544851,0.494,5.088487998,0.512,0.022,12,Ajap1
1412,0.746,0.58033465,0.492,2.698448605,0.606,0.142,12,Isoc1
1413,0.745,0.546254363,0.49,2.717420042,0.588,0.116,12,Slc2a13
1414,0.745,0.624089368,0.49,5.938033691,0.5,0.013,12,Nxph4
1415,0.745,0.551617776,0.49,1.95515,0.669,0.204,12,Arfgef3
1416,0.745,0.733514357,0.49,2.055320579,0.631,0.15,12,Calb2
1417,0.743,0.369890745,0.486,0.5881121,1,0.983,12,Rps28
1418,0.743,0.536908317,0.486,1.636421454,0.7,0.233,12,Gas6
1419,0.742,0.542452124,0.484,1.684511141,0.719,0.318,12,Rufy3
1420,0.74,0.614556708,0.48,10.18806887,0.481,0.001,12,Gm21283
1421,0.74,0.552220658,0.48,3.317447281,0.544,0.078,12,Zfp467
1422,0.738,0.544160651,0.476,3.538042911,0.525,0.06,12,Epha3
1423,0.738,0.444049494,0.476,1.02680281,0.912,0.561,12,Ube3a
1424,0.736,0.35108252,0.472,0.552603108,1,0.989,12,Rpl23
1425,0.736,0.491881497,0.472,1.651950069,0.713,0.293,12,Tmx4
1426,0.735,0.519927313,0.47,1.528422345,0.744,0.366,12,Eif4b
1427,0.735,0.576819095,0.47,2.444286167,0.594,0.151,12,Edil3
1428,0.735,0.451995641,0.47,1.452539025,0.75,0.344,12,Ramac
1429,0.734,0.549811875,0.468,2.634723886,0.575,0.128,12,Golga7b
1430,0.732,0.328768154,0.464,0.528435584,1,0.991,12,Rpl36
1431,0.73,0.485147478,0.46,1.663841496,0.694,0.303,12,Marchf2
1432,0.73,0.387632268,0.46,1.015526507,0.75,0.299,12,Cd200
1433,0.73,0.442512372,0.46,1.266721287,0.762,0.34,12,Podxl2
1434,0.73,0.416055686,0.46,1.240713669,0.731,0.295,12,Selenoh
1435,0.728,0.369364761,0.456,0.812719079,0.881,0.571,12,Dynll2
1436,0.728,0.33264967,0.456,0.540425907,1,0.983,12,Rps25
1437,0.727,0.444502539,0.454,1.588955848,0.681,0.246,12,Bex4
1438,0.727,0.549403498,0.454,2.505074284,0.569,0.136,12,Flrt3
1439,0.726,0.545056518,0.452,2.411667079,0.575,0.146,12,5330434G04Rik
1440,0.726,0.438933025,0.452,1.219362016,0.806,0.417,12,Rtl8a
1441,0.726,0.321154343,0.452,0.511735032,1,0.988,12,Rpl27a
1442,0.726,0.376215357,0.452,0.664806599,0.994,0.909,12,Rpl13a
1443,0.726,0.564306607,0.452,3.488586161,0.506,0.066,12,Dmrta2
1444,0.725,0.553458458,0.45,2.484962589,0.569,0.14,12,Prune2
1445,0.725,0.389413454,0.45,0.735007762,0.981,0.836,12,Eif3f
1446,0.725,0.362192517,0.45,0.629266133,0.988,0.965,12,Uqcrh
1447,0.724,0.504484126,0.448,1.359011342,0.762,0.384,12,Klc1
1448,0.724,0.516515659,0.448,2.115737295,0.588,0.155,12,Nptx1
1449,0.724,0.389335212,0.448,0.867352881,0.881,0.486,12,Elavl3
1450,0.724,0.317280189,0.448,0.50098683,1,0.993,12,Rps16
1451,0.722,0.472955701,0.444,1.740743791,0.662,0.255,12,Daam1
1452,0.722,0.471266299,0.444,2.03134921,0.606,0.194,12,Srgap3
1453,0.722,0.422159195,0.444,1.159551609,0.794,0.372,12,Stxbp1
1454,0.72,0.526420191,0.44,2.733892975,0.537,0.115,12,Gprasp2
1455,0.72,0.453338771,0.44,0.950675847,0.912,0.705,12,Gsk3b
1456,0.72,0.260420649,0.44,0.402581706,1,0.996,12,Rps29
1457,0.72,0.461589851,0.44,1.333480462,0.756,0.413,12,Rnf11
1458,0.718,0.305372973,0.436,0.469940411,1,0.997,12,Rps14
1459,0.718,0.48026953,0.436,1.24131308,0.8,0.485,12,Mbnl2
1460,0.718,0.359199316,0.436,0.599501035,1,0.953,12,Rps12
1461,0.717,0.455504778,0.434,2.283108633,0.556,0.141,12,Snhg4
1462,0.717,0.408347007,0.434,1.474901667,0.681,0.287,12,Elof1
1463,0.717,0.369119933,0.434,0.700994494,0.988,0.866,12,Rpl37rt
1464,0.716,0.542484246,0.432,1.314343865,0.787,0.535,12,St13
1465,0.716,0.466557754,0.432,1.407002668,0.719,0.361,12,Gm15501
1466,0.715,0.45354967,0.43,1.803415559,0.613,0.232,12,Flywch1
1467,0.715,0.420379074,0.43,1.551482497,0.675,0.282,12,Smim26
1468,0.714,0.524084774,0.428,3.685503412,0.475,0.055,12,Gm28050
1469,0.713,0.414304187,0.426,1.177846075,0.775,0.426,12,Gm36220
1470,0.713,0.28521633,0.426,0.690361432,0.7,0.293,12,Cryab
1471,0.713,0.392167378,0.426,0.72884356,0.95,0.851,12,ENSMUSG00000141850
1472,0.712,0.521147737,0.424,3.766147174,0.462,0.044,12,Islr
1473,0.712,0.416523064,0.424,1.228910606,0.738,0.35,12,Mapk8ip1
1474,0.712,0.31814433,0.424,0.519573385,1,0.988,12,Rpl31
1475,0.711,0.381662288,0.422,1.051072058,0.738,0.289,12,Atp6v1g2
1476,0.711,0.461059419,0.422,1.998487095,0.581,0.194,12,Ssbp2
1477,0.711,0.405256175,0.422,1.127669164,0.719,0.294,12,Rian
1478,0.709,0.388969836,0.418,1.183146189,0.738,0.318,12,Serp2
1479,0.708,0.397766116,0.416,1.209755944,0.731,0.376,12,Map4
1480,0.708,0.34241569,0.416,0.874558333,0.794,0.386,12,Uchl1
1481,0.708,0.442372706,0.416,5.591060467,0.425,0.01,12,Casz1
1482,0.707,0.504331396,0.414,2.494123985,0.519,0.133,12,Mgat5
1483,0.706,0.3586588,0.412,0.804471134,0.881,0.639,12,Eif3e
1484,0.706,0.465476574,0.412,2.982508321,0.481,0.077,12,Adgra1
1485,0.706,0.454446841,0.412,1.564629806,0.65,0.301,12,Sars1
1486,0.705,0.297160323,0.41,0.478498299,0.994,0.984,12,Rps11
1487,0.705,0.279611211,0.41,0.438775879,1,0.989,12,Rpl32
1488,0.705,0.432659387,0.41,2.48086459,0.506,0.105,12,Fndc3b
1489,0.704,0.452698126,0.408,4.090036785,0.438,0.032,12,Zdhhc22
1490,0.704,0.407275247,0.408,1.57722407,0.625,0.241,12,St3gal5
1491,0.704,0.467804908,0.408,5.475158706,0.419,0.012,12,Dmrta2os
1492,0.703,0.448142567,0.406,1.248591463,0.725,0.377,12,Ahi1
1493,0.703,0.517760096,0.406,6.229013198,0.412,0.009,12,Mrap2
1494,0.703,0.482721049,0.406,1.946157534,0.575,0.191,12,Mical2
1495,0.703,0.37398457,0.406,1.200841406,0.656,0.263,12,Dnm1
1496,0.702,0.352341854,0.404,0.679138112,0.944,0.885,12,Gabarap
1497,0.702,0.413301316,0.404,1.453283411,0.662,0.301,12,Aimp1
1498,0.702,0.384021431,0.404,1.343826406,0.656,0.278,12,1500004A13Rik
1499,0.701,0.436925515,0.402,2.172498945,0.525,0.128,12,Tenm4
1500,0.701,0.467760118,0.402,2.078119089,0.55,0.176,12,Ptprf
1501,0.992,1.788501847,0.984,6.016443188,0.992,0.072,13,Vstm2a
1502,0.99,2.266451443,0.98,4.423212698,0.992,0.339,13,Nap1l5
1503,0.99,2.343980841,0.98,7.983931247,0.983,0.025,13,Gad2
1504,0.985,1.495161494,0.97,3.772049125,1,0.239,13,Cend1
1505,0.982,1.575288178,0.964,3.202487901,1,0.45,13,Zwint
1506,0.979,1.833211973,0.958,8.6105431,0.959,0.011,13,Slc32a1
1507,0.972,1.726105702,0.944,3.282318973,1,0.331,13,Sncb
1508,0.966,1.93072658,0.932,3.75730682,0.975,0.303,13,Syt1
1509,0.963,1.990199557,0.926,5.196682902,0.95,0.117,13,Nrxn3
1510,0.963,1.614835889,0.926,3.816646935,0.967,0.268,13,Sv2a
1511,0.962,1.551190805,0.924,3.410658596,0.983,0.28,13,Atp1a3
1512,0.962,1.625053935,0.924,2.880205741,0.992,0.523,13,Stmn3
1513,0.959,1.200105025,0.918,2.278246329,1,0.689,13,Rab6a
1514,0.958,1.811181752,0.916,2.971424502,1,0.64,13,Atp1b1
1515,0.956,2.017886735,0.912,5.968439252,0.926,0.097,13,Gad1
1516,0.954,1.196174114,0.908,3.39992515,0.967,0.212,13,Prkar1b
1517,0.953,1.50326267,0.906,3.300345459,0.967,0.287,13,Gng3
1518,0.952,1.45832931,0.904,3.455183754,0.967,0.257,13,Syn2
1519,0.95,1.114830121,0.9,2.306205272,1,0.533,13,Pgam1
1520,0.95,1.073609606,0.9,3.4821835,0.967,0.165,13,Syngr3
1521,0.949,1.42649267,0.898,2.652120689,1,0.47,13,Rab3a
1522,0.949,1.632581515,0.898,3.890596887,0.95,0.257,13,Cplx1
1523,0.948,1.848498967,0.896,3.890114489,0.959,0.288,13,Slc6a1
1524,0.947,1.597291833,0.894,2.982266122,0.983,0.388,13,Ndrg4
1525,0.946,1.148013718,0.892,3.095572874,0.975,0.222,13,Napb
1526,0.944,1.191426795,0.888,3.227810797,0.942,0.262,13,Tspyl4
1527,0.943,1.056243176,0.886,2.469508168,0.992,0.383,13,Klc1
1528,0.942,1.586464684,0.884,3.002820685,0.992,0.306,13,Stmn2
1529,0.941,1.186291603,0.882,2.081820563,0.992,0.814,13,Ndfip1
1530,0.941,1.26885257,0.882,2.818285917,0.983,0.288,13,Atp6v1g2
1531,0.941,1.117952848,0.882,2.174882166,0.983,0.571,13,Dynll2
1532,0.938,1.270529014,0.876,2.170280837,1,0.644,13,Snrpn
1533,0.936,1.517496816,0.872,5.618079195,0.893,0.037,13,Spock1
1534,0.936,2.009548792,0.872,3.598568314,0.934,0.189,13,Snhg11
1535,0.935,1.255429208,0.87,2.080627247,1,0.705,13,Pcsk1n
1536,0.935,1.566019113,0.87,3.579490223,0.942,0.264,13,Bc1
1537,0.933,1.428820771,0.866,2.988508355,0.959,0.286,13,Syp
1538,0.93,1.264559233,0.86,5.297857734,0.884,0.062,13,Tmem130
1539,0.929,0.98040008,0.858,1.823590341,0.992,0.766,13,Rtn3
1540,0.929,1.24530252,0.858,2.033375855,1,0.907,13,Atp6v0c
1541,0.928,1.080614668,0.856,3.133720049,0.942,0.223,13,Syngr1
1542,0.924,1.073725445,0.848,1.981307448,0.992,0.628,13,Vamp2
1543,0.924,1.112398609,0.848,2.960859942,0.95,0.28,13,Ndn
1544,0.924,1.127867409,0.848,3.916397681,0.909,0.139,13,Kcnc1
1545,0.924,1.233229632,0.848,2.268783867,1,0.424,13,Snap25
1546,0.923,1.077884716,0.846,4.182204486,0.893,0.086,13,Rcan2
1547,0.923,1.232840221,0.846,2.789004003,0.959,0.293,13,Rian
1548,0.923,1.103036304,0.846,2.742061952,0.967,0.319,13,Rab6b
1549,0.92,1.49260016,0.84,2.881765933,0.975,0.508,13,Mdh1
1550,0.92,1.213095587,0.84,4.205165365,0.884,0.123,13,Clstn3
1551,0.919,1.144011635,0.838,3.572037575,0.909,0.135,13,Elavl2
1552,0.917,1.009176607,0.834,2.954381544,0.942,0.223,13,Cbarp
1553,0.916,0.956979178,0.832,2.780785986,0.942,0.253,13,Zcchc18
1554,0.916,1.1739629,0.832,3.579887964,0.909,0.191,13,Cadps
1555,0.916,1.217005698,0.832,2.570187518,0.967,0.386,13,Uchl1
1556,0.915,1.435354901,0.83,4.203275433,0.876,0.152,13,Rab3c
1557,0.913,0.985643006,0.826,2.117185961,0.983,0.44,13,Nsg1
1558,0.913,1.386570513,0.826,4.150126618,0.884,0.148,13,Dner
1559,0.912,1.036362661,0.824,2.100583148,0.975,0.555,13,Ywhag
1560,0.911,0.951820994,0.822,1.942693247,0.992,0.568,13,Gabbr1
1561,0.911,0.846408579,0.822,1.750012331,0.992,0.621,13,Vdac1
1562,0.911,0.999446461,0.822,2.346549209,0.967,0.372,13,Stxbp1
1563,0.91,0.876331799,0.82,2.406251494,0.95,0.334,13,Rnf14
1564,0.91,1.016414193,0.82,2.95482792,0.926,0.243,13,Snap47
1565,0.91,0.897272484,0.82,1.484428944,1,0.924,13,Slc25a4
1566,0.909,0.968035004,0.818,4.227355904,0.86,0.088,13,Diras1
1567,0.908,0.97223971,0.816,2.325441654,0.95,0.417,13,Rtl8a
1568,0.907,1.03505979,0.814,3.264755244,0.909,0.167,13,Arhgdig
1569,0.907,0.975173874,0.814,2.491416058,0.934,0.335,13,Atp6v1b2
1570,0.905,0.955999192,0.81,2.889954807,0.934,0.237,13,Impact
1571,0.905,0.968899484,0.81,3.415573269,0.884,0.157,13,Camk2n2
1572,0.905,1.046006565,0.81,3.950200389,0.876,0.112,13,Spock3
1573,0.904,0.881253608,0.808,2.64650117,0.942,0.219,13,Sult4a1
1574,0.902,0.847865172,0.804,1.76616753,0.992,0.59,13,Gabarapl1
1575,0.901,1.741045814,0.802,2.62634778,0.95,0.749,13,Meg3
1576,0.899,0.865762505,0.798,3.18233679,0.893,0.17,13,Scrn1
1577,0.898,0.933576623,0.796,3.099083047,0.901,0.167,13,Pacsin1
1578,0.898,1.099211131,0.796,3.101276246,0.901,0.23,13,Scg5
1579,0.897,0.945047805,0.794,4.301434286,0.835,0.077,13,Cacng2
1580,0.896,1.076723841,0.792,2.22862842,0.959,0.401,13,Celf4
1581,0.896,0.832941645,0.792,2.513842406,0.934,0.261,13,Atp6v1c1
1582,0.896,0.788599338,0.792,3.230032249,0.884,0.133,13,Kif5a
